n1_CLL	n2_CLL	cosine_distance
CVCL_1542	CVCL_1695	0.0752
CVCL_1543	CVCL_1269	0.4859
CVCL_1543	CVCL_1465	0.5155
CVCL_1543	CVCL_1546	0.5377
CVCL_1543	CVCL_1556	0.5360
CVCL_1543	CVCL_1651	0.4304
CVCL_1543	CVCL_2061	0.5375
CVCL_1543	CVCL_2291	0.5316
CVCL_1543	CVCL_5051	0.5239
CVCL_1543	CVCL_5126	0.5288
CVCL_1543	CVCL_5131	0.3594
CVCL_1543	CVCL_VV27	0.5018
CVCL_1544	CVCL_0359	0.3858
CVCL_1544	CVCL_0525	0.4492
CVCL_1544	CVCL_1104	0.4542
CVCL_1544	CVCL_1311	0.2983
CVCL_1544	CVCL_1312	0.3720
CVCL_1544	CVCL_1518	0.4730
CVCL_1544	CVCL_1553	0.3749
CVCL_1544	CVCL_2080	0.4360
CVCL_1544	CVCL_2593	0.4506
CVCL_1544	CVCL_2596	0.4511
CVCL_1544	CVCL_2597	0.4180
CVCL_1545	CVCL_0060	0.5208
CVCL_1545	CVCL_0205	0.5149
CVCL_1545	CVCL_0480	0.4859
CVCL_1545	CVCL_0533	0.5180
CVCL_1545	CVCL_0542	0.5188
CVCL_1545	CVCL_1055	0.4792
CVCL_1545	CVCL_1338	0.4415
CVCL_1545	CVCL_1490	0.4852
CVCL_1545	CVCL_1496	0.5001
CVCL_1545	CVCL_1547	0.4445
CVCL_1545	CVCL_A352	0.4438
CVCL_1546	CVCL_1499	0.3902
CVCL_1546	CVCL_1511	0.3913
CVCL_1546	CVCL_1514	0.3008
CVCL_1546	CVCL_1524	0.3784
CVCL_1546	CVCL_1550	0.3235
CVCL_1546	CVCL_1561	0.2651
CVCL_1546	CVCL_1638	0.3831
CVCL_1546	CVCL_1651	0.3871
CVCL_1546	CVCL_2061	0.4037
CVCL_1546	CVCL_5134	0.4042
CVCL_1546	CVCL_6831	0.3548
CVCL_1547	CVCL_0060	0.3545
CVCL_1547	CVCL_0205	0.3419
CVCL_1547	CVCL_0533	0.3059
CVCL_1547	CVCL_0542	0.3753
CVCL_1547	CVCL_1055	0.3423
CVCL_1547	CVCL_1174	0.3743
CVCL_1547	CVCL_1301	0.3330
CVCL_1547	CVCL_1338	0.3446
CVCL_1547	CVCL_1490	0.3334
CVCL_1547	CVCL_1577	0.3572
CVCL_1547	CVCL_1595	0.3500
CVCL_1549	CVCL_0031	0.4786
CVCL_1549	CVCL_0033	0.4219
CVCL_1549	CVCL_0620	0.4926
CVCL_1549	CVCL_1066	0.4889
CVCL_1549	CVCL_1074	0.4294
CVCL_1549	CVCL_1252	0.4536
CVCL_1549	CVCL_1494	0.4234
CVCL_1549	CVCL_1532	0.4547
CVCL_1549	CVCL_1782	0.4354
CVCL_1549	CVCL_3152	0.4630
CVCL_1549	CVCL_6831	0.4839
CVCL_1550	CVCL_1376	0.3920
CVCL_1550	CVCL_1491	0.4201
CVCL_1550	CVCL_1499	0.3960
CVCL_1550	CVCL_1500	0.3883
CVCL_1550	CVCL_1514	0.3463
CVCL_1550	CVCL_1524	0.4080
CVCL_1550	CVCL_1546	0.3235
CVCL_1550	CVCL_1561	0.4137
CVCL_1550	CVCL_1635	0.4161
CVCL_1550	CVCL_2061	0.4072
CVCL_1550	CVCL_5134	0.3369
CVCL_1551	CVCL_0078	0.4599
CVCL_1551	CVCL_0313	0.4798
CVCL_1551	CVCL_0434	0.4816
CVCL_1551	CVCL_0455	0.4931
CVCL_1551	CVCL_0555	0.5057
CVCL_1551	CVCL_1729	0.4379
CVCL_1551	CVCL_1846	0.4606
CVCL_1551	CVCL_3082	0.4709
CVCL_1551	CVCL_3172	0.4161
CVCL_1551	CVCL_3178	0.3972
CVCL_1551	CVCL_5002	0.5045
CVCL_1552	CVCL_0201	0.4653
CVCL_1552	CVCL_1114	0.4273
CVCL_1552	CVCL_1482	0.4576
CVCL_1552	CVCL_1627	0.4530
CVCL_1552	CVCL_1681	0.4386
CVCL_1552	CVCL_1684	0.4226
CVCL_1552	CVCL_2253	0.4417
CVCL_1552	CVCL_2314	0.4421
CVCL_1552	CVCL_2680	0.4510
CVCL_1552	CVCL_2738	0.4671
CVCL_1552	CVCL_5034	0.4320
CVCL_1553	CVCL_0250	0.4403
CVCL_1553	CVCL_0359	0.3933
CVCL_1553	CVCL_0401	0.4530
CVCL_1553	CVCL_0844	0.4549
CVCL_1553	CVCL_0871	0.4173
CVCL_1553	CVCL_1311	0.3805
CVCL_1553	CVCL_1312	0.4070
CVCL_1553	CVCL_1544	0.3749
CVCL_1553	CVCL_2080	0.3899
CVCL_1553	CVCL_2104	0.4372
CVCL_1553	CVCL_3954	0.4597
CVCL_1555	CVCL_1050	0.1601
CVCL_1555	CVCL_1721	0.2385
CVCL_1555	CVCL_1791	0.2553
CVCL_1555	CVCL_2984	0.2379
CVCL_1555	CVCL_2986	0.2622
CVCL_1555	CVCL_5957	0.2438
CVCL_1555	CVCL_8788	0.2434
CVCL_1555	CVCL_B076	0.3030
CVCL_1555	CVCL_V609	0.1853
CVCL_1555	CVCL_V610	0.1887
CVCL_1555	CVCL_V612	0.2602
CVCL_1556	CVCL_1105	0.4022
CVCL_1556	CVCL_1559	0.4487
CVCL_1556	CVCL_1652	0.4309
CVCL_1556	CVCL_1958	0.4871
CVCL_1556	CVCL_3015	0.4082
CVCL_1556	CVCL_3158	0.4554
CVCL_1556	CVCL_5131	0.4859
CVCL_1556	CVCL_8147	0.4449
CVCL_1556	CVCL_A472	0.4781
CVCL_1556	CVCL_B260	0.4156
CVCL_1556	CVCL_VV27	0.3656
CVCL_1559	CVCL_1302	0.4819
CVCL_1559	CVCL_1376	0.4583
CVCL_1559	CVCL_1496	0.4826
CVCL_1559	CVCL_1514	0.3763
CVCL_1559	CVCL_1524	0.4414
CVCL_1559	CVCL_1546	0.4715
CVCL_1559	CVCL_1550	0.4644
CVCL_1559	CVCL_1556	0.4487
CVCL_1559	CVCL_1561	0.4906
CVCL_1559	CVCL_2063	0.4807
CVCL_1559	CVCL_B260	0.4769
CVCL_1561	CVCL_1376	0.3245
CVCL_1561	CVCL_1465	0.3544
CVCL_1561	CVCL_1494	0.3822
CVCL_1561	CVCL_1514	0.3549
CVCL_1561	CVCL_1524	0.3346
CVCL_1561	CVCL_1546	0.2651
CVCL_1561	CVCL_1638	0.3525
CVCL_1561	CVCL_1651	0.4106
CVCL_1561	CVCL_2061	0.3334
CVCL_1561	CVCL_4900	0.3361
CVCL_1561	CVCL_6831	0.3472
CVCL_1562	CVCL_0528	0.1030
CVCL_1562	CVCL_1454	0.0851
CVCL_1562	CVCL_1458	0.0982
CVCL_1562	CVCL_1473	0.1010
CVCL_1562	CVCL_1489	0.0826
CVCL_1562	CVCL_1510	0.0909
CVCL_1562	CVCL_1542	0.0816
CVCL_1562	CVCL_1598	0.1016
CVCL_1562	CVCL_1695	0.0890
CVCL_1562	CVCL_2058	0.0919
CVCL_1562	CVCL_5627	0.1045
CVCL_1564	CVCL_0152	0.1310
CVCL_1564	CVCL_0632	0.3055
CVCL_1564	CVCL_1386	0.2923
CVCL_1564	CVCL_1708	0.3009
CVCL_1564	CVCL_1980	0.2975
CVCL_1564	CVCL_1982	0.2947
CVCL_1564	CVCL_5044	0.2895
CVCL_1564	CVCL_5086	0.3047
CVCL_1564	CVCL_5098	0.2124
CVCL_1564	CVCL_8877	0.3046
CVCL_1564	CVCL_A351	0.1100
CVCL_1565	CVCL_1140	0.1418
CVCL_1565	CVCL_1141	0.1216
CVCL_1565	CVCL_1454	0.1350
CVCL_1565	CVCL_1471	0.1488
CVCL_1565	CVCL_1473	0.1251
CVCL_1565	CVCL_1498	0.1160
CVCL_1565	CVCL_1507	0.1502
CVCL_1565	CVCL_1516	0.1457
CVCL_1565	CVCL_1525	0.1497
CVCL_1565	CVCL_1590	0.1539
CVCL_1565	CVCL_1598	0.1282
CVCL_1566	CVCL_1140	0.5279
CVCL_1566	CVCL_1141	0.5224
CVCL_1566	CVCL_1498	0.5118
CVCL_1566	CVCL_1507	0.5169
CVCL_1566	CVCL_1510	0.5308
CVCL_1566	CVCL_1522	0.5259
CVCL_1566	CVCL_1569	0.5253
CVCL_1566	CVCL_1579	0.5029
CVCL_1566	CVCL_1702	0.5234
CVCL_1566	CVCL_1829	0.5221
CVCL_1566	CVCL_2415	0.4691
CVCL_1567	CVCL_0270	0.2690
CVCL_1567	CVCL_0542	0.2805
CVCL_1567	CVCL_1174	0.3057
CVCL_1567	CVCL_1301	0.2886
CVCL_1567	CVCL_1577	0.3009
CVCL_1567	CVCL_1755	0.2880
CVCL_1567	CVCL_3612	0.2763
CVCL_1567	CVCL_5157	0.2992
CVCL_1567	CVCL_8002	0.2929
CVCL_1567	CVCL_8007	0.2949
CVCL_1567	CVCL_U757	0.2644
CVCL_1568	CVCL_1454	0.0923
CVCL_1568	CVCL_1458	0.1079
CVCL_1568	CVCL_1471	0.1178
CVCL_1568	CVCL_1489	0.1079
CVCL_1568	CVCL_1507	0.1057
CVCL_1568	CVCL_1510	0.0885
CVCL_1568	CVCL_1536	0.0940
CVCL_1568	CVCL_1542	0.1126
CVCL_1568	CVCL_1598	0.0992
CVCL_1568	CVCL_1695	0.1200
CVCL_1568	CVCL_2058	0.0911
CVCL_1569	CVCL_1141	0.0962
CVCL_1569	CVCL_1454	0.0762
CVCL_1569	CVCL_1458	0.0914
CVCL_1569	CVCL_1471	0.0913
CVCL_1569	CVCL_1480	0.0987
CVCL_1569	CVCL_1498	0.0959
CVCL_1569	CVCL_1507	0.0855
CVCL_1569	CVCL_1510	0.0775
CVCL_1569	CVCL_1525	0.0887
CVCL_1569	CVCL_1536	0.0825
CVCL_1569	CVCL_1598	0.0771
CVCL_1571	CVCL_0290	0.4244
CVCL_1571	CVCL_1233	0.4343
CVCL_1571	CVCL_1265	0.3922
CVCL_1571	CVCL_1270	0.3946
CVCL_1571	CVCL_1634	0.4107
CVCL_1571	CVCL_1691	0.3961
CVCL_1571	CVCL_2678	0.4030
CVCL_1571	CVCL_2748	0.4115
CVCL_1571	CVCL_3110	0.4105
CVCL_1571	CVCL_3954	0.3757
CVCL_1571	CVCL_5005	0.4278
CVCL_1574	CVCL_0243	0.5564
CVCL_1574	CVCL_0317	0.5568
CVCL_1574	CVCL_0459	0.5599
CVCL_1574	CVCL_1485	0.5337
CVCL_1574	CVCL_1531	0.5239
CVCL_1574	CVCL_1638	0.5540
CVCL_1574	CVCL_1655	0.5534
CVCL_1574	CVCL_2661	0.5527
CVCL_1574	CVCL_4402	0.5568
CVCL_1574	CVCL_5723	0.5141
CVCL_1574	CVCL_8878	0.5622
CVCL_1575	CVCL_0060	0.4991
CVCL_1575	CVCL_0153	0.5162
CVCL_1575	CVCL_0698	0.5705
CVCL_1575	CVCL_1302	0.4911
CVCL_1575	CVCL_1394	0.5284
CVCL_1575	CVCL_1547	0.5677
CVCL_1575	CVCL_1666	0.5206
CVCL_1575	CVCL_1783	0.5147
CVCL_1575	CVCL_5128	0.5536
CVCL_1575	CVCL_L088	0.5602
CVCL_1575	CVCL_WS73	0.5508
CVCL_1576	CVCL_1140	0.2947
CVCL_1576	CVCL_1141	0.3030
CVCL_1576	CVCL_1175	0.2466
CVCL_1576	CVCL_1178	0.2962
CVCL_1576	CVCL_1455	0.3153
CVCL_1576	CVCL_1471	0.3111
CVCL_1576	CVCL_1480	0.3024
CVCL_1576	CVCL_1498	0.3071
CVCL_1576	CVCL_1525	0.2642
CVCL_1576	CVCL_1598	0.3007
CVCL_1576	CVCL_2418	0.2927
CVCL_1577	CVCL_0134	0.2282
CVCL_1577	CVCL_0270	0.1997
CVCL_1577	CVCL_0542	0.2076
CVCL_1577	CVCL_1174	0.1678
CVCL_1577	CVCL_1301	0.2033
CVCL_1577	CVCL_1755	0.2079
CVCL_1577	CVCL_2010	0.2093
CVCL_1577	CVCL_3612	0.2287
CVCL_1577	CVCL_8002	0.2332
CVCL_1577	CVCL_8005	0.2185
CVCL_1577	CVCL_8007	0.2356
CVCL_1579	CVCL_1140	0.0986
CVCL_1579	CVCL_1141	0.0922
CVCL_1579	CVCL_1454	0.0741
CVCL_1579	CVCL_1471	0.0857
CVCL_1579	CVCL_1473	0.1011
CVCL_1579	CVCL_1489	0.0918
CVCL_1579	CVCL_1498	0.0971
CVCL_1579	CVCL_1510	0.0850
CVCL_1579	CVCL_1536	0.0934
CVCL_1579	CVCL_1542	0.0867
CVCL_1579	CVCL_1598	0.0831
CVCL_1581	CVCL_1140	0.4351
CVCL_1581	CVCL_1189	0.3692
CVCL_1581	CVCL_1473	0.4065
CVCL_1581	CVCL_1498	0.4305
CVCL_1581	CVCL_1520	0.4171
CVCL_1581	CVCL_1579	0.4320
CVCL_1581	CVCL_1590	0.3733
CVCL_1581	CVCL_1598	0.4162
CVCL_1581	CVCL_1693	0.4237
CVCL_1581	CVCL_1703	0.3560
CVCL_1581	CVCL_2415	0.4169
CVCL_1584	CVCL_1141	0.3696
CVCL_1584	CVCL_1189	0.3651
CVCL_1584	CVCL_1473	0.3740
CVCL_1584	CVCL_1498	0.3898
CVCL_1584	CVCL_1516	0.3791
CVCL_1584	CVCL_1520	0.3664
CVCL_1584	CVCL_1590	0.3471
CVCL_1584	CVCL_1693	0.3935
CVCL_1584	CVCL_2438	0.3799
CVCL_1584	CVCL_3143	0.3622
CVCL_1584	CVCL_5129	0.3576
CVCL_1587	CVCL_0026	0.3779
CVCL_1587	CVCL_1383	0.2911
CVCL_1587	CVCL_1633	0.3896
CVCL_1587	CVCL_1636	0.3896
CVCL_1587	CVCL_1638	0.3951
CVCL_1587	CVCL_1639	0.3610
CVCL_1587	CVCL_1717	0.3936
CVCL_1587	CVCL_5002	0.3878
CVCL_1587	CVCL_5016	0.3042
CVCL_1587	CVCL_5034	0.3847
CVCL_1587	CVCL_5038	0.3960
CVCL_1590	CVCL_1140	0.1414
CVCL_1590	CVCL_1141	0.1058
CVCL_1590	CVCL_1454	0.1187
CVCL_1590	CVCL_1471	0.1321
CVCL_1590	CVCL_1473	0.1162
CVCL_1590	CVCL_1498	0.1242
CVCL_1590	CVCL_1525	0.1375
CVCL_1590	CVCL_1542	0.1432
CVCL_1590	CVCL_1579	0.1257
CVCL_1590	CVCL_1598	0.1064
CVCL_1590	CVCL_2415	0.1406
CVCL_1591	CVCL_1161	0.0940
CVCL_1591	CVCL_1454	0.1231
CVCL_1591	CVCL_1458	0.1160
CVCL_1591	CVCL_1507	0.1213
CVCL_1591	CVCL_1695	0.1174
CVCL_1591	CVCL_1701	0.1222
CVCL_1591	CVCL_1771	0.1144
CVCL_1591	CVCL_1893	0.0845
CVCL_1591	CVCL_2058	0.1091
CVCL_1591	CVCL_2141	0.1217
CVCL_1591	CVCL_2143	0.1175
CVCL_1594	CVCL_0504	0.5724
CVCL_1594	CVCL_1065	0.5293
CVCL_1594	CVCL_1488	0.4578
CVCL_1594	CVCL_1505	0.4409
CVCL_1594	CVCL_1508	0.5395
CVCL_1594	CVCL_1537	0.5547
CVCL_1594	CVCL_1723	0.5588
CVCL_1594	CVCL_1740	0.5529
CVCL_1594	CVCL_5113	0.5096
CVCL_1594	CVCL_5128	0.5579
CVCL_1594	CVCL_5167	0.5558
CVCL_1595	CVCL_0542	0.2755
CVCL_1595	CVCL_1174	0.2508
CVCL_1595	CVCL_1338	0.2979
CVCL_1595	CVCL_1577	0.2816
CVCL_1595	CVCL_1679	0.2814
CVCL_1595	CVCL_3612	0.2822
CVCL_1595	CVCL_5157	0.2717
CVCL_1595	CVCL_8001	0.2928
CVCL_1595	CVCL_8002	0.2876
CVCL_1595	CVCL_8007	0.2678
CVCL_1595	CVCL_U757	0.2832
CVCL_1598	CVCL_1140	0.0764
CVCL_1598	CVCL_1141	0.0649
CVCL_1598	CVCL_1454	0.0476
CVCL_1598	CVCL_1471	0.0582
CVCL_1598	CVCL_1473	0.0623
CVCL_1598	CVCL_1498	0.0598
CVCL_1598	CVCL_1510	0.0636
CVCL_1598	CVCL_1522	0.0746
CVCL_1598	CVCL_1536	0.0774
CVCL_1598	CVCL_1542	0.0758
CVCL_1598	CVCL_1569	0.0771
CVCL_1600	CVCL_1334	0.1696
CVCL_1600	CVCL_1625	0.1932
CVCL_1600	CVCL_1806	0.1976
CVCL_1600	CVCL_1881	0.1885
CVCL_1600	CVCL_2030	0.1944
CVCL_1600	CVCL_2990	0.2040
CVCL_1600	CVCL_2992	0.1616
CVCL_1600	CVCL_2993	0.1632
CVCL_1600	CVCL_2996	0.1960
CVCL_1600	CVCL_5209	0.1700
CVCL_1600	CVCL_5210	0.2048
CVCL_1603	CVCL_0313	0.3636
CVCL_1603	CVCL_0555	0.3884
CVCL_1603	CVCL_0626	0.3784
CVCL_1603	CVCL_1294	0.3964
CVCL_1603	CVCL_1382	0.3729
CVCL_1603	CVCL_1385	0.3941
CVCL_1603	CVCL_1386	0.3968
CVCL_1603	CVCL_1729	0.3658
CVCL_1603	CVCL_1980	0.3894
CVCL_1603	CVCL_3084	0.3622
CVCL_1603	CVCL_5044	0.3845
CVCL_1606	CVCL_0346	0.1772
CVCL_1606	CVCL_0528	0.1738
CVCL_1606	CVCL_1123	0.2108
CVCL_1606	CVCL_1339	0.1415
CVCL_1606	CVCL_1341	0.1823
CVCL_1606	CVCL_1695	0.2034
CVCL_1606	CVCL_1701	0.2130
CVCL_1606	CVCL_2141	0.2155
CVCL_1606	CVCL_5627	0.1883
CVCL_1606	CVCL_6594	0.2123
CVCL_1606	CVCL_AX42	0.2059
CVCL_1608	CVCL_0844	0.2716
CVCL_1608	CVCL_1117	0.3023
CVCL_1608	CVCL_1169	0.3419
CVCL_1608	CVCL_1227	0.3482
CVCL_1608	CVCL_1722	0.3408
CVCL_1608	CVCL_3955	0.3345
CVCL_1608	CVCL_3956	0.3537
CVCL_1608	CVCL_3957	0.2981
CVCL_1608	CVCL_5010	0.2627
CVCL_1608	CVCL_6735	0.3226
CVCL_1608	CVCL_A758	0.3479
CVCL_1609	CVCL_0064	0.2583
CVCL_1609	CVCL_0258	0.2456
CVCL_1609	CVCL_0614	0.2654
CVCL_1609	CVCL_1071	0.2759
CVCL_1609	CVCL_1321	0.1891
CVCL_1609	CVCL_1425	0.2353
CVCL_1609	CVCL_1619	0.2514
CVCL_1609	CVCL_1620	0.2406
CVCL_1609	CVCL_2119	0.2528
CVCL_1609	CVCL_2122	0.2449
CVCL_1609	CVCL_2191	0.2623
CVCL_1611	CVCL_0186	0.3392
CVCL_1611	CVCL_1287	0.3690
CVCL_1611	CVCL_1682	0.3484
CVCL_1611	CVCL_2308	0.2985
CVCL_1611	CVCL_2312	0.2655
CVCL_1611	CVCL_2678	0.3735
CVCL_1611	CVCL_2679	0.3348
CVCL_1611	CVCL_2681	0.3152
CVCL_1611	CVCL_2743	0.2560
CVCL_1611	CVCL_3158	0.3522
CVCL_1611	CVCL_L085	0.3206
CVCL_1612	CVCL_0324	0.4829
CVCL_1612	CVCL_1100	0.4875
CVCL_1612	CVCL_1139	0.4827
CVCL_1612	CVCL_1417	0.4788
CVCL_1612	CVCL_1636	0.5079
CVCL_1612	CVCL_1639	0.5047
CVCL_1612	CVCL_1652	0.4876
CVCL_1612	CVCL_2983	0.5196
CVCL_1612	CVCL_3020	0.5162
CVCL_1612	CVCL_8098	0.4730
CVCL_1612	CVCL_V613	0.4997
CVCL_1614	CVCL_0201	0.4620
CVCL_1614	CVCL_0202	0.4618
CVCL_1614	CVCL_0465	0.3741
CVCL_1614	CVCL_1882	0.4295
CVCL_1614	CVCL_2419	0.4483
CVCL_1614	CVCL_2420	0.4404
CVCL_1614	CVCL_2672	0.4288
CVCL_1614	CVCL_2785	0.3951
CVCL_1614	CVCL_3116	0.4486
CVCL_1614	CVCL_4649	0.4080
CVCL_1614	CVCL_5007	0.4047
CVCL_1615	CVCL_0294	0.3926
CVCL_1615	CVCL_1304	0.3408
CVCL_1615	CVCL_1329	0.4027
CVCL_1615	CVCL_1662	0.3919
CVCL_1615	CVCL_2112	0.3730
CVCL_1615	CVCL_2785	0.3643
CVCL_1615	CVCL_3116	0.3867
CVCL_1615	CVCL_4640	0.3972
CVCL_1615	CVCL_4658	0.3642
CVCL_1615	CVCL_5007	0.3773
CVCL_1615	CVCL_E063	0.3884
CVCL_1616	CVCL_1067	0.4080
CVCL_1616	CVCL_1618	0.1680
CVCL_1616	CVCL_1721	0.4757
CVCL_1616	CVCL_1911	0.4442
CVCL_1616	CVCL_3117	0.4786
CVCL_1616	CVCL_7935	0.4205
CVCL_1616	CVCL_7937	0.4422
CVCL_1616	CVCL_IW56	0.4699
CVCL_1616	CVCL_V609	0.4354
CVCL_1616	CVCL_V612	0.4416
CVCL_1616	CVCL_WS59	0.4719
CVCL_1618	CVCL_0293	0.4210
CVCL_1618	CVCL_1051	0.4837
CVCL_1618	CVCL_1067	0.4201
CVCL_1618	CVCL_1616	0.1680
CVCL_1618	CVCL_1911	0.4494
CVCL_1618	CVCL_3117	0.4555
CVCL_1618	CVCL_4640	0.4766
CVCL_1618	CVCL_7937	0.4548
CVCL_1618	CVCL_V609	0.4393
CVCL_1618	CVCL_V612	0.4426
CVCL_1618	CVCL_WS59	0.4646
CVCL_1619	CVCL_0064	0.0866
CVCL_1619	CVCL_0258	0.0812
CVCL_1619	CVCL_0614	0.1057
CVCL_1619	CVCL_1071	0.1230
CVCL_1619	CVCL_1425	0.1130
CVCL_1619	CVCL_1620	0.0976
CVCL_1619	CVCL_1632	0.1246
CVCL_1619	CVCL_1694	0.1231
CVCL_1619	CVCL_2071	0.1257
CVCL_1619	CVCL_2119	0.0993
CVCL_1619	CVCL_2122	0.0951
CVCL_1620	CVCL_0064	0.1103
CVCL_1620	CVCL_0258	0.1052
CVCL_1620	CVCL_0589	0.1336
CVCL_1620	CVCL_0614	0.1020
CVCL_1620	CVCL_1071	0.1272
CVCL_1620	CVCL_1619	0.0976
CVCL_1620	CVCL_1694	0.1338
CVCL_1620	CVCL_2071	0.1187
CVCL_1620	CVCL_2119	0.0945
CVCL_1620	CVCL_2122	0.0910
CVCL_1620	CVCL_2196	0.1275
CVCL_1622	CVCL_0101	0.2642
CVCL_1622	CVCL_0555	0.2510
CVCL_1622	CVCL_0626	0.2561
CVCL_1622	CVCL_1708	0.2347
CVCL_1622	CVCL_1980	0.2520
CVCL_1622	CVCL_2873	0.2683
CVCL_1622	CVCL_4846	0.2245
CVCL_1622	CVCL_5044	0.2476
CVCL_1622	CVCL_5078	0.2411
CVCL_1622	CVCL_5079	0.2040
CVCL_1622	CVCL_8877	0.2506
CVCL_1624	CVCL_0393	0.5164
CVCL_1624	CVCL_1052	0.5993
CVCL_1624	CVCL_1287	0.5839
CVCL_1624	CVCL_1289	0.5555
CVCL_1624	CVCL_1335	0.5784
CVCL_1624	CVCL_1344	0.5827
CVCL_1624	CVCL_1796	0.5722
CVCL_1624	CVCL_3954	0.5380
CVCL_1624	CVCL_5089	0.5804
CVCL_1624	CVCL_6809	0.5610
CVCL_1624	CVCL_L085	0.5955
CVCL_1625	CVCL_1334	0.1759
CVCL_1625	CVCL_1600	0.1932
CVCL_1625	CVCL_1806	0.1992
CVCL_1625	CVCL_1823	0.2081
CVCL_1625	CVCL_2030	0.1788
CVCL_1625	CVCL_2990	0.2074
CVCL_1625	CVCL_2992	0.1420
CVCL_1625	CVCL_2993	0.1900
CVCL_1625	CVCL_2996	0.1544
CVCL_1625	CVCL_5209	0.1504
CVCL_1625	CVCL_5210	0.1669
CVCL_1626	CVCL_1050	0.3381
CVCL_1626	CVCL_1056	0.3323
CVCL_1626	CVCL_1067	0.3470
CVCL_1626	CVCL_2984	0.3413
CVCL_1626	CVCL_5054	0.3274
CVCL_1626	CVCL_5957	0.3087
CVCL_1626	CVCL_8788	0.3129
CVCL_1626	CVCL_B076	0.3065
CVCL_1626	CVCL_V609	0.3267
CVCL_1626	CVCL_V610	0.3197
CVCL_1626	CVCL_V612	0.3117
CVCL_1627	CVCL_0465	0.3322
CVCL_1627	CVCL_1191	0.3522
CVCL_1627	CVCL_1329	0.3796
CVCL_1627	CVCL_1882	0.3233
CVCL_1627	CVCL_2422	0.3463
CVCL_1627	CVCL_2672	0.3017
CVCL_1627	CVCL_2785	0.3659
CVCL_1627	CVCL_2927	0.3731
CVCL_1627	CVCL_3114	0.3233
CVCL_1627	CVCL_4649	0.3087
CVCL_1627	CVCL_5007	0.3503
CVCL_1629	CVCL_0060	0.4632
CVCL_1629	CVCL_0312	0.4473
CVCL_1629	CVCL_0359	0.4209
CVCL_1629	CVCL_0525	0.4728
CVCL_1629	CVCL_0554	0.4532
CVCL_1629	CVCL_1048	0.4833
CVCL_1629	CVCL_1054	0.3965
CVCL_1629	CVCL_1427	0.4618
CVCL_1629	CVCL_2081	0.4483
CVCL_1629	CVCL_2291	0.4867
CVCL_1629	CVCL_3015	0.3270
CVCL_1630	CVCL_0624	0.1018
CVCL_1630	CVCL_1126	0.1176
CVCL_1630	CVCL_1380	0.1361
CVCL_1630	CVCL_1422	0.1161
CVCL_1630	CVCL_1424	0.1297
CVCL_1630	CVCL_1667	0.1335
CVCL_1630	CVCL_1736	0.1237
CVCL_1630	CVCL_1805	0.1266
CVCL_1630	CVCL_1835	0.1559
CVCL_1630	CVCL_1913	0.1315
CVCL_1630	CVCL_2022	0.1479
CVCL_1632	CVCL_0064	0.1274
CVCL_1632	CVCL_0095	0.1267
CVCL_1632	CVCL_0258	0.1215
CVCL_1632	CVCL_0614	0.1068
CVCL_1632	CVCL_1071	0.1114
CVCL_1632	CVCL_1424	0.1279
CVCL_1632	CVCL_1619	0.1246
CVCL_1632	CVCL_2071	0.1068
CVCL_1632	CVCL_2122	0.1159
CVCL_1632	CVCL_2196	0.1223
CVCL_1632	CVCL_S906	0.1319
CVCL_1633	CVCL_0026	0.2836
CVCL_1633	CVCL_0471	0.4229
CVCL_1633	CVCL_1587	0.3896
CVCL_1633	CVCL_1635	0.3799
CVCL_1633	CVCL_1636	0.4108
CVCL_1633	CVCL_1638	0.3828
CVCL_1633	CVCL_1639	0.3363
CVCL_1633	CVCL_1794	0.4203
CVCL_1633	CVCL_3517	0.3920
CVCL_1633	CVCL_4900	0.4190
CVCL_1633	CVCL_5016	0.3852
CVCL_1634	CVCL_1086	0.3723
CVCL_1634	CVCL_1482	0.4259
CVCL_1634	CVCL_1571	0.4107
CVCL_1634	CVCL_1635	0.4152
CVCL_1634	CVCL_1638	0.4473
CVCL_1634	CVCL_1682	0.4349
CVCL_1634	CVCL_1684	0.4448
CVCL_1634	CVCL_3881	0.4328
CVCL_1634	CVCL_5016	0.4325
CVCL_1634	CVCL_5034	0.4056
CVCL_1634	CVCL_V626	0.4461
CVCL_1635	CVCL_0026	0.3652
CVCL_1635	CVCL_0126	0.3871
CVCL_1635	CVCL_1119	0.3881
CVCL_1635	CVCL_1300	0.3265
CVCL_1635	CVCL_1633	0.3799
CVCL_1635	CVCL_1638	0.3191
CVCL_1635	CVCL_1652	0.3881
CVCL_1635	CVCL_1794	0.3437
CVCL_1635	CVCL_2061	0.3864
CVCL_1635	CVCL_5034	0.2132
CVCL_1635	CVCL_B260	0.3648
CVCL_1636	CVCL_0026	0.3162
CVCL_1636	CVCL_0313	0.3718
CVCL_1636	CVCL_0471	0.3766
CVCL_1636	CVCL_1119	0.3892
CVCL_1636	CVCL_1638	0.3641
CVCL_1636	CVCL_1639	0.3705
CVCL_1636	CVCL_1794	0.3655
CVCL_1636	CVCL_5016	0.3368
CVCL_1636	CVCL_5101	0.3884
CVCL_1636	CVCL_8098	0.3670
CVCL_1636	CVCL_M469	0.3647
CVCL_1637	CVCL_1119	0.3837
CVCL_1637	CVCL_1300	0.3067
CVCL_1637	CVCL_1482	0.4203
CVCL_1637	CVCL_1633	0.4521
