DB00013	DB00055	Increased risk of bleeding.
DB00013	DB01381	Increased risk of bleeding.
DB00013	DB01404	Increased risk of bleeding.
DB00015	DB01381	Additive anticoagulant/antiplatelet effects may increase bleed risk. Concomitant therapy should be avoided.
DB00015	DB00208	Increased bleeding risk. Monitor for signs of bleeding.
DB00017	DB01356	Monitor therapy because calcitonin may reduce the serum concentration of lithium.
DB00021	DB00771	Anticholinergic agents such as secretin may diminish the stimulatory effect of secretin. Avoid using drugs with substantial anticholinergic effects in patients receiving secretin whenever possible. If such agents must be used in combination, monitor response to secretin closely.
DB00021	DB01409	The stimulatory effect of Secretin may be reduced by anticholinergics such as Tiotropium. Concomitant use of Secretin and drugs with substantial anticholinergic effects should be avoided. If combination therapy must be used, Secretin efficacy should be closely monitored.
DB00021	DB01036	The stimulatory effect of Secretin may be reduced by anticholinergics such as Tolterodine. Concomitant use of Secretin and drugs with substantial anticholinergic effects should be avoided. If combination therapy must be used, Secretin efficacy should be closely monitored.
DB00021	DB00376	The stimulatory effect of Secretin may be reduced by anticholinergics such as Trihexyphenidyl. Concomitant use of Secretin and drugs with substantial anticholinergic effects should be avoided. If combination therapy must be used, Secretin efficacy should be closely monitored.
DB00798	DB00695	Increased ototoxicity
DB00021	DB00662	The stimulatory effect of Secretin may be reduced by anticholinergics such as Trimethobenzamide. Concomitant use of Secretin and drugs with substantial anticholinergic effects should be avoided. If combination therapy must be used, Secretin efficacy should be closely monitored.
DB00021	DB00209	The stimulatory effect of Secretin may be reduced by anticholinergics such as Trospium. Concomitant use of Secretin and drugs with substantial anticholinergic effects should be avoided. If combination therapy must be used, Secretin efficacy should be closely monitored.
DB00022	DB01223	Interferon increases the effect and toxicity of theophylline
DB00022	DB00651	Interferon increases the effect and toxicity of theophylline
DB00022	DB01303	Interferon increases the effect and toxicity of theophylline
DB00022	DB00277	Interferon increases the effect and toxicity of theophylline
DB00023	DB00072	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00026	DB01281	Avoid combination due to enhanced adverse effects of abatacept
DB00026	DB06168	results in increased immunosuppressive effects; increases the risk of infection.
DB00026	DB08904	Co-administration with other TNF-blocking agents may increase the risk of serious infections. Concomitant therapy is not recommended.
DB00026	DB00005	Avoid combination due to increased adverse effects of anakinra and increased risk of infections.
DB00026	DB06674	Avoid combination with anakinra due to the increased chance of serious infection.
DB00026	DB00065	Combination may enhance the toxic effect of Anakinra and should be avoided otherwise there may be an increased risk of infection
DB00026	DB06372	results in increased immunosuppressive effects; increases the risk of infection.
DB00026	DB01041	Thalidomide may increase the adverse effects of Anakinra. Increased risk of serious infection. Concomitant therapy should be avoided.
DB00026	DB08895	Avoid combination due to the potential increase in tofacitinib related adverse effects.
DB00026	DB00072	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00030	DB06655	Coadministration may increase the risk of hypoglycemia. A lower dose of the antidiabetic agent may be needed.
DB00031	DB06692	Aprotonin may antagonize the effect of Tenecteplase. Monitor for decreased effects of Tenecteplase.
DB00031	DB00055	Increased risk of bleeding.
DB00031	DB01381	Additive anticoagulant/antiplatelet effects may increase bleed risk. Concomitant therapy should be avoided.
DB00031	DB01404	Increased risk of bleeding.
DB00031	DB00208	Increased bleeding risk. Monitor for signs of bleeding.
DB00034	DB01223	Interferon increases the effect and toxicity of theophylline
DB00034	DB00651	Interferon increases the effect and toxicity of theophylline
DB00034	DB01303	Interferon increases the effect and toxicity of theophylline
DB00034	DB00277	Interferon increases the effect and toxicity of theophylline
DB00035	DB01551	Opioids may enhance the adverse effects and toxicity of desmopressin. It is recommended to monitor therapy.
DB00038	DB01551	May increase the serum levels of opioid analgesics. It is recommended to monitor therapy for the signs and symptoms of respiratory depression and enhanced sedation.
DB00039	DB06769	Increases toxicity of bendamustine. Should not be administered within a 24 hour time period of antineoplastic agent administration.
DB00039	DB06813	Increases the toxicity of pralatrexate. Avoid concomitant therapy or do not use palifermin within 24 hours after administration of pralatrexate.
DB00040	DB00328	Monitor therapy due to diminished therapeutic effect of glucagon.
DB00040	DB00682	Monitor therapy due to enhanced anticoagulant effects.
DB00041	DB01013	Corticosteroids such as clobetasol may diminish the antineoplastic effect of aldesleukin. Avoid conccurent use of corticosteroids with aldesleukin.
DB00041	DB00838	Corticosteroids such as clocortolone may diminish the antineoplastic effect of aldesleukin. Avoid conccurent use of corticosteroids with aldesleukin.
DB00041	DB00363	Avoid combination due to enhanced adverse effects of clozapine, especially the risk of agranulocytosis.
DB00041	DB01285	Corticosteroids may diminish the antineoplastic effect of Aldesleukin. Avoid conccurent use of corticosteroids with aldesleukin.
DB00041	DB00476	Monitor therapy due to enhanced orthostatic hypotensive effect of duloxetine.
DB00043	DB08879	Avoid combination due to enhanced toxic effects of monoclonal antibodies.
DB00043	DB06643	Monitor therapy due to increased risk of infections consequent to increased adverse effects of immunosuppressants.
DB00043	DB01097	Consider modifying therapy due to increased adverse effects of leflunomide including hematological toxicity.
DB00043	DB00108	Avoid combination due to enhanced adverse effects of natalizumab including the risk of infections.
DB00043	DB00337	Avoid combination due to enhanced adverse effects of immunosuppressants.
DB00043	DB01656	Consider therapy modification due to enhanced immunosuppressive effects.
DB00043	DB06688	Monitor therapy due to diminished therapeutic effect of sipuleucel-t.
DB00043	DB00864	Avoid combination due to enhanced adverse toxic effects.
DB00043	DB08895	Avoid combination due to enhanced immunosuppressive effect of tofacitinib.
DB00043	DB00072	Monitor therapy due to enhanced neutropenic effect of immunosuppressants.
DB00046	DB01193	The beta-blocker, acebutolol, may decrease symptoms of hypoglycemia.
DB00046	DB00335	The beta-blocker, atenolol, may decrease symptoms of hypoglycemia.
DB00046	DB00612	The beta-blocker, bisoprolol, may decrease symptoms of hypoglycemia.
DB00046	DB01136	The beta-blocker, carvedilol, may decrease symptoms of hypoglycemia.
DB00046	DB00647	Concomitant therapy with drugs that may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely.
DB00046	DB00280	Concomitant therapy with drugs that may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely.
DB00046	DB00584	Concomitant therapy with ACE inhibitors may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely.
DB00046	DB00668	Concomitant therapy with sympathomimetic agents may reduce the blood-glucose-lowering effect of insulin lispro.
DB00046	DB00187	The beta-blocker, esmolol, may decrease symptoms of hypoglycemia.
DB00046	DB01039	Concomitant therapy with drugs that may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely.
DB00046	DB00472	Concomitant therapy with drugs that may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely.
DB00046	DB00999	Concomitant therapy with diuretics may reduce the blood-glucose-lowering effect of insulin lispro.
DB00046	DB00678	Concomitant therapy with angiotensin II receptor blockers may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely.
DB00046	DB00104	Concomitant therapy with somatostatin analogs may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely.
DB00046	DB00806	Concomitant therapy with drugs that may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely.
DB00046	DB01278	Concomitant therapy with drugs that may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely.
DB00046	DB00635	Concomitant therapy with corticosteriods may reduce the blood-glucose-lowering effect of insulin lispro.
DB00046	DB00178	Concomitant therapy with ACE inhibitors may increase the blood-glucose-lowering effect of insulin lispro and thus the chance of hypoglycemia should be monitored closely.
DB00047	DB01193	The beta-blocker, acebutolol, may decrease symptoms of hypoglycemia.
DB00047	DB00335	The beta-blocker, atenolol, may decrease symptoms of hypoglycemia.
DB00047	DB00195	The beta-blocker, betaxolol, may decrease symptoms of hypoglycemia.
DB00047	DB01295	The beta-blocker, bevantolol, may decrease symptoms of hypoglycemia.
DB00047	DB00612	The beta-blocker, bisoprolol, may decrease symptoms of hypoglycemia.
DB00047	DB00521	The beta-blocker, carteolol, may decrease symptoms of hypoglycemia.
DB00047	DB01136	The beta-blocker, carvedilol, may decrease symptoms of hypoglycemia.
DB00047	DB00187	The beta-blocker, esmolol, may decrease symptoms of hypoglycemia.
DB00047	DB00598	The beta-blocker, labetolol, may decrease symptoms of hypoglycemia.
DB00047	DB00264	The beta-blocker, metoprolol, may decrease symptoms of hypoglycemia.
DB00047	DB01203	The beta-blocker, nadolol, may decrease symptoms of hypoglycemia.
DB00047	DB01580	The beta-blocker, oxprenolol, may decrease symptoms of hypoglycemia.
DB00047	DB01359	The beta-blocker, penbutolol, may decrease symptoms of hypoglycemia.
DB00047	DB00960	The beta-blocker, pindolol, may decrease symptoms of hypoglycemia.
DB00047	DB01297	The beta-blocker, practolol, may decrease symptoms of hypoglycemia.
DB00047	DB00571	The beta-blocker, propranolol, may decrease symptoms of hypoglycemia.
DB00047	DB00052	Somatropin may antagonize the hypoglycemic effect of insulin glargine. Monitor for changes in fasting and postprandial blood sugars.
DB00047	DB00489	The beta-blocker, sotalol, may decrease symptoms of hypoglycemia.
DB00047	DB00373	The beta-blocker, timolol, may decrease symptoms of hypoglycemia.
DB00048	DB00063	Monitor therapy due to increased adverse effects of collagenase including risk of injection site bruising or bleeding.
DB00051	DB06168	Increases immunosuppressive effects and risk of infection.
DB00051	DB00065	Both bind to TNF alfa and thus combination results in enhanced immunosuppressive effect. It is recommended that simultaneous use of both agents be avoided.
DB00051	DB06372	results in increased immunosuppressive effects; increases the risk of infection.
DB00051	DB08895	Adalimumab (and other anti-TNF immunosuppressants), when used in combination with tofacitinib, may increase the risk of added immunosuppression. It is recommended to avoid concurrent therapy.
DB00051	DB00072	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00052	DB00284	Somatropin may antagonize the hypoglycemic effect of acarbose. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB00672	Somatropin may antagonize the hypoglycemic effect of chlorpropamide. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB01276	Somatropin may antagonize the hypoglycemic effect of exenatide. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB01120	Somatropin may antagonize the hypoglycemic effect of gliclazide. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB00222	Somatropin may antagonize the hypoglycemic effect of glimepiride. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB01067	Somatropin may antagonize the hypoglycemic effect of glipizide. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB01016	Somatropin may antagonize the hypoglycemic effect of glibenclamide. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB01306	Somatropin may antagonize the hypoglycemic effect of insulin aspart. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB01307	Somatropin may antagonize the hypoglycemic effect of insulin detemir. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB00047	Somatropin may antagonize the hypoglycemic effect of insulin glargine. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB01309	Somatropin may antagonize the hypoglycemic effect of insulin glulisine. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB06655	Somatropin may antagonize the hypoglycemic effect of liraglutide. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB00331	Somatropin may antagonize the hypoglycemic effect of metformin. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB00491	Somatropin may antagonize the hypoglycemic effect of miglitol. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB00731	Somatropin may antagonize the hypoglycemic effect of nateglinide. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB01132	Somatropin may antagonize the hypoglycemic effect of pioglitazone. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB00412	Somatropin may antagonize the hypoglycemic effect of rosiglitazone. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB06335	Somatropin may antagonize the hypoglycemic effect of saxagliptin. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB01261	Somatropin may antagonize the hypoglycemic effect of sitagliptin. Monitor for changes in fasting and postprandial blood sugars.
DB00052	DB00839	Somatropin may antagonize the hypoglycemic effect of Tolazamide. Dose adjustments of Tolazamide may be required.
DB00052	DB01124	Somatropin may antagonize the hypoglycemic effect of Tolbutamide. Dose adjustments of Tolbutamide may be required.
DB00054	DB01381	Additive anticoagulant/antiplatelet effects may increase bleed risk. Concomitant therapy should be avoided.
DB00054	DB00775	Additive effects. Concomitant use is contraindicated.
DB00054	DB00072	Abciximab may increase the risk of a hypersensitivy reaction to Trastuzumab.
DB00054	DB00374	The prostacyclin analogue, Treprostinil, increases the risk of bleeding when combined with the antiplatelet agent, Abciximab. Monitor for increased bleeding during concomitant thearpy.
DB00055	DB00758	Antiplatelet agents such as clopidogrel may enhance the adverse/toxic effect of Drotrecogin Alfa. Bleeding may occur. Increase monitoring for signs/symptoms of bleeding during concomitant therapy. If possible, avoid use of drotrecogin within 7 days of use of any IIb/IIIa antagonists, higher dose aspirin (more than 650 mg/day), or use of other antiplatelet agents.
DB00055	DB06779	Low molecular weight heparin (LMWH) such as dalteparin may enhance the adverse/toxic effect of drotrecogin alfa. Bleeding may occur.
DB00055	DB01225	Combination should be used with caution after weighing advantages and disadvantages. Low molecular weight heparins such as enoxaparin may increase the adverse effects of drotrecogin. Monitor for bleeding if used concomitantly.
DB00055	DB00569	Drotrecogin alfa may increase the adverse effects of fondaparinux, resulting in excessive bleeding. Concomitant use should be avoided.
DB00055	DB01109	The potential benefits of drotrecogin alfa should be weighed against an increased risk of bleeding in patients receiving therapeutic doses of heparin. Monitor for bleeding during concomitant therapy, and immediately stop infusion of drotrecogin if clinically important bleeding occurs. In patients receiving prophylactic heparin doses, consider continuing this during drotrecogin.
DB00055	DB01009	The antiplatelet effect of ketoprofen may increase the bleed risk associated with drotrecogin alfa. Consider spacing use of the two agents by at least 7 days. Increase monitoring for signs and symptoms of bleeding during concomitant therapy.
DB00055	DB08813	The potential benefits of drotrecogin alfa should be weighed against an increased risk of bleeding in patients receiving therapeutic doses of low molecular weight heparins such as nadroparin. Monitor for bleeding during concomitant therapy, and immediately stop infusion of drotrecogin if clinically important bleeding occurs. In patients receiving prophylactic heparin doses, consider continuing this during drotrecogin.
DB00055	DB00031	Increased risk of bleeding.
DB00055	DB06822	Low molecular weight heparins (LMWHs) such as tinzaparin may enhance the adverse/toxic effects of drotrecogin alfa. Bleeding may occur. The potential benefits of drotrecogin alfa should be weighed against the increased risk of bleeding in patients on therapeutic doses of LMWHs.
DB00055	DB00500	Increased risk of bleeding. Monitor for increased bleeding during concomitant therapy.
DB00055	DB00374	The prostacyclin analogue, Treprostinil, increases the risk of bleeding when combined with the anticoagulant, Drotrecogin alfa. Monitor for increased bleeding during concomitant thearpy.
DB00055	DB00013	Increased risk of bleeding.
DB00055	DB06684	Increase monitoring for signs/symptoms of bleeding during concomitant therapy. If possible, avoid use of drotrecogin within 7 days of use of any IIb/IIIa antagonists, higher dose aspirin (more than 650 mg/day), or use of other antiplatelet agents.
DB00055	DB00682	Increased risk of bleeding.
DB00056	DB08879	Avoid combination due to enhanced adverse effects of belimumab.
DB00056	DB00363	Avoid combination due to adverse effects of clozapine including the risk of agranulocytosis.
DB00056	DB06643	Monitor therapy due to enhanced adverse effects of immunosuppressants including the risk of infections.
DB00056	DB01097	Consider modifying therapy due to adverse effects of leflunomide including the risk of hematologic toxicity.
DB00056	DB00108	Avoid combination due to enhanced adverse effects of natalizumab including the risk of infections.
DB00056	DB00337	Avoid combination due to toxic effects of immunosuppressants.
DB00056	DB01656	Consider therapy modification due to enhanced immunosuppressive effect.
DB00056	DB06688	Monitor therapy due to reduced therapeutic effect of sipuleucel-t.
DB00056	DB00864	Avoid combination of adverse effects of immunosuppressants.
DB00056	DB08895	Avoid combination due to enhancement of immunosuppressants.
DB00056	DB00072	Monitor therapy due to enhanced neutropenic effect of immunosuppressants.
DB00059	DB06643	Monitor therapy due to increased immunosuppressive effect and risk of infections.
DB00059	DB01097	Immunosuppressants can increase toxic effects of leflunomide such as hematologic toxicity.
DB00059	DB00108	Avoid combination because of increased immunosuppressants and risk of infections.
DB00059	DB00337	Avoid combination because pimecrolimus enhances the adverse effects of immunosuppressants.
DB00059	DB01656	Consider therapy modification because pegaspargase enhances the immunosuppressive effect of roflumilast.
DB00059	DB06688	Monitor therapy because pegaspargase may diminish therapeutic effect of sipuleucel-T.
DB00059	DB00864	Tacrolimus enhances adverse effects of pegaspargase therefore the combination should be avoided.
DB00059	DB08895	Avoid combination due to enhanced immunosuppressive effect of tofacitinib.
DB00059	DB00072	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00061	DB00552	Avoid combination due to decreased effect of both drugs
DB00063	DB06605	Monitor therapy due to potential risk of bleeding.
DB00063	DB00048	Monitor therapy due to increased adverse effects of collagenase including risk of injection site bruising or bleeding.
DB00063	DB06695	Monitor therapy due to increased bleeding.
DB00063	DB01254	Monitor therapy due to enhanced anticoagulant effect.
DB00063	DB01381	Additive anticoagulant/antiplatelet effects may increase bleed risk. Concomitant therapy should be avoided.
DB00063	DB01296	Monitor therapy due to enhanced antiplatelet effect.
DB00063	DB00078	Monitor therapy due to enhanced adverse effects, ie bleeding of ibritumomab.
DB00063	DB08935	Monitor therapy due to increased risk of bleeding events.
DB00063	DB00686	Pentosan can potentiate adverse effects of antiplatelet agents and thus increase bleeding risk. Combination must be used with caution.
DB00063	DB00806	Monitor therapy due to enhanced antiplatelet effect.
DB00063	DB06228	Consider modifying therapy due to enhanced anticoagulant effect.
DB00063	DB00932	Monitor therapy due to increased antiplatelet effect.
DB00063	DB00775	Additive effects. Concomitant use is contraindicated.
DB00063	DB00374	The prostacyclin analogue, Treprostinil, increases the risk of bleeding when combined with the antiplatelet agent, Eptifibatide. Monitor for increased bleeding during concomitant thearpy.
DB00065	DB01281	The combination shoould be avoided as there have been reports of increased risk of serious infections.
DB00065	DB00051	Both bind to TNF alfa and thus combination results in enhanced immunosuppressive effect. It is recommended that simultaneous use of both agents be avoided.
DB00065	DB00026	Combination may enhance the toxic effect of Anakinra and should be avoided otherwise there may be an increased risk of infection
DB00065	DB06168	Avoid combination due to increased risk of infection as anti-TNF agents enhance adverse effects of Canakinumab.
DB00065	DB08904	Avoid combination because anti-TNF agents increase adverse effects of certolizumab pegol
DB00065	DB06643	Therapy should be monitored when combination is initiated as there may be an increase in serious infections.
DB00065	DB00005	Avoid combination because etanercept may increase immunosuppressive effects of infliximab.
DB00065	DB06674	Avoid combination with infliximab due to the potential increased immunosuppression of infliximab.
DB00065	DB01097	Therapy modification should be considered in order to reduce the risk of hematologic toxicities.
DB00065	DB00108	Increase adverse effects of natalizumab. Avoid combination
DB00065	DB00337	Pimecrolimus enhances the adverse effects of immune suppressants thus the combination should be avoided.
DB00065	DB06372	Anti-TNF alfa agents enhance adverse effects of rilonacept thus combination should be avoided.
DB00065	DB01656	Roflumilast enhances the adverse effects of immune suppressants thus a therapy modification should be considered.
DB00065	DB06688	Monitoring is required because immunosuppressants can decrease the therapeutic effect of Sipuleucel-T.
DB00065	DB00864	Avoid combination because of risk of enhance adverse effects of immunosuppressants
DB00065	DB06273	Avoid combination because enhanced immunosuppression by anti-TNF agents.
DB00065	DB08895	Avoid combination with infliximab and other anti-TNF drugs due to the potential enhancement of tofacitinib related adverse effects.
DB00065	DB00072	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00068	DB00495	The interferon increases the effect and toxicity of zidovudine
DB00070	DB00988	Consider modifying therapy due to enhanced adverse effects of dopamine.
DB00070	DB00388	Avoid combination because hyaluronidase can potentiate the vasoconstrictive effect of phenylephrine.
DB00072	DB01281	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00054	Abciximab may increase the risk of a hypersensitivy reaction to Trastuzumab.
DB00072	DB00051	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00087	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00488	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00276	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00026	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00098	Monitor therapy due to enhanced neutropenic effect
DB00072	DB00023	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00928	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00993	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00074	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB06681	Monitor therapy due to enhanced neutropenic effect of immunosuppressants.
DB00072	DB00443	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00290	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB01008	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB01101	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00958	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00262	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00291	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00515	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00242	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00631	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB01285	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB01380	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00531	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00091	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00987	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00851	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00111	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00970	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00694	Trastuzumab may increase the cardiotoxicity of Daunorubicin. Signs and symptoms of cardiac dysfunction should be monitored for frequently. Increased risk of heart failure. Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00004	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB01234	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB01248	Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
DB00072	DB00997	Trastuzumab may increase the cardiotoxicity of Doxorubicin. Signs and symptoms of cardiac dysfunction should be monitored for frequently. Increased risk of heart failure. Trastuzumab may increase the risk of neutropenia and anemia. Monitor closely for signs and symptoms of adverse events.
